City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
385,sampit,8,ID,1521253843,93,-2.54,112.95,84.9,4.63
386,satipo,12,PE,1521253843,92,-11.26,-74.64,64.29,1.83
387,sawtell,0,AU,1521250200,65,-30.38,153.1,82.4,19.46
388,gao,0,ML,1521253844,28,16.28,-0.04,66.45,2.73
389,nevelsk,40,RU,1521252000,79,46.67,141.86,24.8,11.18
390,skibotn,75,NO,1521251400,68,69.39,20.27,28.4,19.46
391,nishihara,20,JP,1521252000,33,35.74,139.53,46.4,6.93
392,itarema,56,BR,1521253845,93,-2.92,-39.92,75.45,4.07
393,cartago,0,CR,1521252000,56,9.86,-83.92,73.4,14.99
394,conde,88,BR,1521253846,95,-11.81,-37.61,78.42,7.76
395,montemorelos,5,MX,1521250860,39,25.19,-99.83,78.8,4.7
396,ayan,32,TR,1521253847,90,40.67,33.6,27.84,1.95
397,owatonna,1,US,1521252900,68,44.08,-93.23,33.8,9.17
398,lanas,92,FR,1521252000,100,44.53,4.4,44.6,5.82
399,maldonado,0,UY,1521252000,88,-34.91,-54.96,64.4,9.17
400,warrington,75,GB,1521251400,93,53.39,-2.59,39.2,23.04
401,san jose,0,PH,1521253747,70,15.79,120.99,83.37,2.06
402,napier,92,NZ,1521253567,100,-39.49,176.92,61.95,13.58
403,angoche,80,MZ,1521253849,100,-16.23,39.91,82.65,17.94
404,el espino de santa rosa,12,PA,1521253850,82,8.1,-80.82,73.2,5.41
405,samarai,88,PG,1521253850,100,-10.62,150.67,78.96,2.95
406,ishigaki,40,JP,1521252000,73,24.34,124.16,73.4,11.41
407,chandbali,92,IN,1521253851,94,20.77,86.74,79.14,11.45
408,sinnamary,88,GF,1521253851,94,5.38,-52.96,80.04,14.25
409,vilyuysk,48,RU,1521253851,64,63.75,121.63,-4.03,7.43
410,jiwani,0,PK,1521253852,91,25.05,61.74,65.64,2.51
411,clyde river,1,CA,1521252000,74,70.47,-68.59,-25.61,12.75
412,colesberg,0,ZA,1521253853,77,-30.72,25.1,52.68,9.66
413,svetlaya,24,RU,1521253853,97,46.54,138.33,30.36,13.91
414,san joaquin,36,PH,1521253853,88,10.59,122.14,80.85,13.47
415,gizo,0,IL,1521251400,76,31.8,34.94,53.6,2.24
416,temiscaming,40,CA,1521252000,48,46.72,-79.1,19.4,11.41
417,nara,20,JP,1521252000,49,34.68,135.8,48.2,4.7
418,werder,56,DE,1521253856,66,53.49,13.1,21.45,22.75
419,santa cruz cabralia,20,BR,1521252000,88,-16.28,-39.02,75.2,3.36
420,kailua,75,US,1521252360,78,21.39,-157.74,80.6,6.93
421,nha trang,76,VN,1521253857,100,12.24,109.19,75.45,4.85
422,huinan,24,CN,1521253857,92,42.68,126.04,34.95,10.0
423,kamenka,76,RU,1521253857,84,53.19,44.05,8.94,4.74
424,myitkyina,64,MM,1521253858,93,25.38,97.4,66.9,2.28
425,pangnirtung,88,CA,1521253858,75,66.15,-65.72,-3.31,5.75
426,san diego de los banos,0,CU,1521253858,82,22.65,-83.37,70.23,5.75
427,dunedin,0,NZ,1521253806,56,-45.87,170.5,58.44,9.22
428,kutum,0,SD,1521253859,22,14.2,24.66,52.59,8.66
429,avelgem,90,BE,1521252000,93,50.78,3.45,39.2,12.75
430,pali,20,IN,1521253859,25,25.77,73.33,72.39,3.06
431,merauke,12,ID,1521253831,79,-8.49,140.4,89.58,6.31
432,florian,1,US,1521252900,67,48.44,-96.63,30.2,3.36
433,komsomolskiy,64,RU,1521253860,72,67.55,63.78,-11.05,5.41
434,yulara,0,AU,1521248400,12,-25.24,130.99,91.4,16.11
435,sungaipenuh,44,ID,1521253861,86,-2.08,101.38,73.74,1.95
436,mindelo,40,PT,1521252000,93,41.31,-8.72,46.4,9.17
437,khuzdar,0,PK,1521253862,35,27.8,66.62,47.73,1.83
438,grindavik,90,IS,1521252000,81,63.84,-22.43,42.8,16.11
439,ouadda,0,CF,1521253862,71,8.07,22.4,61.5,3.85
440,kuala lipis,20,MY,1521253863,97,4.19,102.05,79.41,3.74
441,namibe,92,AO,1521253863,100,-15.19,12.15,75.18,5.53
442,khasan,0,RU,1521253863,72,42.43,130.64,37.29,3.96
443,flin flon,0,CA,1521253720,85,54.77,-101.88,20.01,4.74
444,moen,68,NO,1521251400,72,69.13,18.61,28.4,2.17
445,jinxiang,48,CN,1521253864,74,35.07,116.31,44.76,12.91
446,turukhansk,0,RU,1521253864,43,65.8,87.96,-27.25,3.18
447,cidreira,0,BR,1521253865,93,-30.17,-50.22,67.17,8.99
448,semey,88,KZ,1521253865,87,50.41,80.25,17.67,5.19
449,pihuamo,5,MX,1521250800,69,19.25,-103.38,73.4,2.39
450,nikolayevka,44,RU,1521253866,88,46.73,38.57,37.02,11.68
451,mahanoro,92,MG,1521253866,100,-19.9,48.8,70.59,4.41
452,tikhvin,0,RU,1521253867,70,59.64,33.53,7.14,6.31
453,vestmannaeyjar,64,IS,1521253867,91,63.44,-20.27,43.5,19.06
454,whitianga,92,NZ,1521253867,100,-36.83,175.7,67.17,23.87
455,campoverde,75,IT,1521251700,93,41.54,12.73,53.6,2.24
456,soyo,64,AO,1521253868,96,-6.13,12.37,73.56,3.18
457,yelanskiy,44,RU,1521253868,82,56.84,62.5,24.6,15.03
458,nandu,75,CN,1521252000,76,31.44,119.33,51.8,17.9
459,mbumi,12,TZ,1521253869,97,-7.91,39.21,70.5,2.17
460,tukan,88,RU,1521253869,82,53.84,57.45,26.49,7.2
461,sheridan,1,US,1521252000,27,39.65,-105.03,48.2,4.7
462,kindu,68,CD,1521253870,93,-2.95,25.92,70.32,1.95
463,jiuquan,80,CN,1521253871,80,39.73,98.49,34.41,3.85
464,swanzey,75,US,1521251760,53,42.87,-72.28,28.4,8.05
465,coruripe,80,BR,1521253871,100,-10.12,-36.18,78.96,10.22
466,uruzgan,0,AF,1521253872,58,32.93,66.63,24.87,2.28
467,heilbron,64,ZA,1521253872,100,-27.29,27.97,55.2,16.37
468,qostanay,0,KZ,1521252000,79,53.17,63.58,19.4,11.18
469,rujiena,0,LV,1521253873,60,57.9,25.33,5.07,7.2
470,esperance,20,TT,1521248400,78,10.24,-61.45,77.0,9.17
471,nioaque,12,BR,1521253873,76,-21.16,-55.83,80.22,3.85
472,rorvik,44,NO,1521253874,100,64.86,11.24,19.11,7.2
473,collipulli,92,CL,1521253874,97,-37.96,-72.44,55.65,15.7
474,mogok,88,MM,1521253874,87,22.92,96.51,67.62,2.06
475,hofn,92,IS,1521253875,94,64.25,-15.21,41.25,9.66
476,mathathane,80,BW,1521253875,96,-22.27,28.75,67.71,15.93
477,monrovia,40,LR,1521252000,94,6.33,-10.8,75.2,7.43
478,nurmijarvi,0,FI,1521251400,85,60.46,24.81,12.2,4.7
479,sesimbra,40,PT,1521252000,87,38.45,-9.1,51.8,14.99
480,sogne,80,NO,1521251400,68,58.08,7.82,24.8,19.46
481,portel,92,PT,1521253877,98,38.31,-7.71,48.45,14.03
482,islamkot,0,PK,1521253877,36,24.7,70.18,70.5,2.62
483,caravelas,8,BR,1521253877,100,-17.73,-39.27,80.94,17.83
484,ikwiriri,12,TZ,1521253878,97,-7.96,38.99,70.5,2.17
485,aloleng,0,PH,1521253878,82,16.13,119.78,85.44,7.43
486,isiro,80,CD,1521253878,99,2.77,27.62,66.54,1.72
487,vestmanna,68,FO,1521251400,69,62.16,-7.17,39.2,24.16
488,bukachacha,32,RU,1521253879,58,52.99,116.91,29.82,8.77
489,guerrero negro,92,MX,1521253879,81,27.97,-114.04,57.72,9.66
490,naze,64,NG,1521253880,94,5.43,7.07,75.0,7.54
491,solnechnyy,0,RU,1521253880,61,50.72,136.64,25.77,3.06
492,natal,20,BR,1521252000,78,-5.81,-35.21,78.8,5.82
493,ulaanbaatar,0,MN,1521253800,68,47.92,106.92,28.4,3.96
494,port augusta,40,AU,1521248400,17,-32.49,137.76,86.0,18.34
495,qiongshan,20,CN,1521252000,74,20.01,110.35,78.8,11.18
496,nouakchott,36,MR,1521253882,82,18.08,-15.98,69.87,15.7
497,coihaique,75,CL,1521252000,87,-45.58,-72.07,42.8,2.24
498,tuburan,75,PH,1521252000,62,10.73,123.82,87.8,13.87
499,dillon,1,US,1521251580,74,45.22,-112.64,28.4,13.87
500,ozinki,0,RU,1521253883,84,51.2,49.73,17.22,8.66
501,hyvinkaa,0,FI,1521251400,85,60.63,24.87,12.2,4.7
502,presidencia roque saenz pena,80,AR,1521253884,96,-26.79,-60.44,75.81,9.1
503,arlit,0,NE,1521253884,26,18.74,7.39,61.32,2.39
504,antonio escobedo,0,MX,1521253885,24,20.8,-104.02,66.63,2.73
505,kidal,20,ML,1521253885,26,18.44,1.41,64.74,6.31
506,umm kaddadah,0,SD,1521253886,22,13.6,26.69,55.11,4.63
507,halmstad,0,SE,1521251400,67,56.67,12.86,21.2,16.11
508,zwiesel,92,DE,1521253886,100,49.01,13.23,38.46,2.62
509,sorland,68,NO,1521253886,100,67.67,12.69,37.02,26.44
510,terrace bay,0,CA,1521253887,80,48.78,-87.1,21.9,10.67
511,hue,75,VN,1521252000,94,16.47,107.58,77.0,3.36
512,wajir,48,KE,1521253887,97,1.75,40.07,69.69,3.18
513,fomboni,80,KM,1521253888,99,-12.28,43.74,84.72,17.05
514,sambava,92,MG,1521253888,100,-14.27,50.17,78.51,28.12
515,lagoa,40,PT,1521252000,71,37.14,-8.45,55.4,13.87
516,rocha,8,UY,1521253889,86,-34.48,-54.34,64.38,10.11
517,ati,0,TD,1521253889,21,13.21,18.34,64.2,7.99
518,praia da vitoria,92,PT,1521253890,94,38.73,-27.07,63.66,28.9
519,neepawa,40,CA,1521252000,72,50.23,-99.46,14.0,5.97
520,buin,0,CL,1521252000,62,-33.73,-70.74,59.0,10.29
